,Make,Model,Variant,Ex-Showroom_Price,Displacement,Kerb_Weight,Cylinders,Emission_Norm,Fuel_Tank_Capacity,Fuel_Type,Body_Type,Doors,ARAI_Certified_Mileage,Gears,Ground_Clearance,Power,Torque,Type,Odometer,Speedometer,Tachometer,Seating_Capacity,Start_/_Stop_Button,Audiosystem,Aux-in_Compatibility,Basic_Warranty,Bluetooth,12v_Power_Outlet,Boot-lid_Opener,Boot_Space,Child_Safety_Locks,Extended_Warranty,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Hill_Assist,Airbags,Number_of_Airbags,Parking_Assistance,Infotainment_Screen,Navigation_System,Third_Row_AC_Vents,Second_Row_AC_Vents,Engine_Type,Rain_Sensing_Wipers
50,Hyundai,Santro,Sportz Mt,512990.0,1086.0,915.0,4.0,BS IV,35.0,Petrol,Hatchback,4.0,20.3,5,165.0,69PS@5500rpm,10.1kgm@4500RPM,Manual,Analog,Analog,Analog,5.0,Not Applicable,CD/MP3/DVD Player with USB & Aux-in,Yes,2 years /40000 Kms ,Yes,1,"Internal, With Remote, Manual",235.0,Yes,"3rd/4th year/up to 80,000 Kms ","Internal, With Remote",Digital,Manual,Not Applicable,Driver frontal airbag,1.0,Not Applicable,Touch Sensitive,Yes,Not Applicable,Yes,Not known,Not Applicable
51,Hyundai,Santro,Sportz Mt Cng,578990.0,1086.0,915.0,4.0,BS IV,60.0,CNG,Hatchback,4.0,20.3,5,165.0,59PS@5500RPM,8.3KGM@4500rpm,Manual,Analog,Analog,Analog,5.0,Not Applicable,CD Player with USB & Aux-in,Yes,2 years /40000 Kms ,Yes,Yes,Internal,235.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Digital,Manual,Not Applicable,Driver frontal airbag,1.0,Not Applicable,Touch Sensitive,Yes,Not Applicable,Yes,Not known,Not Applicable
52,Hyundai,Santro,Sportz Amt,570990.0,1086.0,915.0,4.0,BS IV,35.0,Petrol,Hatchback,4.0,20.3,5,165.0,69PS@5500rpm,10.1kgm@4500RPM,AMT,Analog,Analog,Analog,5.0,Not Applicable,CD Player with USB & Aux-in,Yes,2 years /40000 Kms ,Yes,Yes,Internal,235.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Digital,Manual,Not Applicable,Driver frontal airbag,1.0,Not Applicable,Touch Sensitive,Yes,Not Applicable,Yes,Not known,Not Applicable
53,Hyundai,Santro,Asta Mt,556490.0,1086.0,915.0,4.0,BS IV,35.0,Petrol,Hatchback,4.0,20.3,5,170.0,69PS@5500rpm,99.04nm@4500RPM,Manual,Analog,Analog,Analog,5.0,Not Applicable,CD/MP3/DVD Player with USB & Aux-in,Yes,2 years /40000 Kms ,Yes,1,"Internal, With Remote, Manual",235.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Digital,Manual,Not Applicable,"Front passenger frontal airbag, Driver frontal airbag",2.0,Rear sensors with camera,Touch Sensitive,Yes,Not Applicable,Yes,Not known,Not Applicable
54,Tata,Tiago,Revotron Xe,460000.0,1199.0,935.0,3.0,BS 6,35.0,Petrol,Hatchback,5.0,23.0,5,170.0,86PS@6000rpm,114NM@3300rpm,Manual,Digital,Analog,Analog,5.0,Not Applicable,Not on offer,Not Applicable,2 years /75000 Kms ,Not Applicable,Yes,"Internal, With Remote",235.0,Yes,2 years + 1 year ,"Internal, With Remote",Analog,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
55,Tata,Tiago,Revotron Xt,520000.0,1199.0,930.0,3.0,BS 6,35.0,Petrol,Hatchback,5.0,23.0,5,170.0,86PS@6000rpm,114NM@3300rpm,Manual,Digital,Analog,Analog,5.0,Not Applicable,CD Player with USB & Aux-in,Yes,2 years /75000 Kms ,Yes,Yes,"Internal, With Remote",242.0,Yes,2 years + 1 year ,"Internal, With Remote",Analog,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Front and rear sensors with camera,Touch Sensitive,Yes,Not Applicable,Not Applicable,Not known,Not Applicable
56,Tata,Tiago,Revotron Xz,570000.0,1199.0,930.0,3.0,BS 6,35.0,Petrol,Hatchback,5.0,23.0,5,170.0,86PS@6000rpm,114NM@3300rpm,Manual,Digital,Analog,Analog,5.0,Not Applicable,CD Player with USB & Aux-in,Yes,2 years /75000 Kms ,Yes,Yes,"Internal, With Remote",242.0,Yes,2 years + 1 year ,"Internal, With Remote",Analog,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Front and rear sensors with camera,Touch Sensitive,Yes,Not Applicable,Not Applicable,Not known,Not Applicable
57,Tata,Tiago,Revotron Xz Plus,599000.0,1199.0,930.0,3.0,BS 6,35.0,Petrol,Hatchback,5.0,23.0,5,170.0,86PS@6000rpm,114NM@3300rpm,Manual,Digital,Analog,Analog,5.0,Not Applicable,CD Player with USB & Aux-in,Yes,2 years /75000 Kms ,Yes,Yes,"Internal, With Remote",242.0,Yes,2 years + 1 year ,"Internal, With Remote",Analog,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Front and rear sensors with camera,Touch Sensitive,Yes,Not Applicable,Not Applicable,Not known,Not Applicable
58,Tata,Tiago,Revotron Xz Plus Dual Tone,610000.0,1199.0,930.0,3.0,BS 6,35.0,Petrol,Hatchback,5.0,23.0,5,170.0,86PS@6000rpm,114NM@3300rpm,Manual,Digital,Analog,Analog,5.0,Not Applicable,CD Player with USB & Aux-in,Yes,2 years /75000 Kms ,Yes,Yes,"Internal, With Remote",242.0,Yes,2 years + 1 year ,"Internal, With Remote",Analog,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Front and rear sensors with camera,Touch Sensitive,Yes,Not Applicable,Not Applicable,Not known,Not Applicable
59,Tata,Tiago,Revotron Xza,620000.0,1199.0,930.0,3.0,BS 6,35.0,Petrol,Hatchback,5.0,24.0,5,170.0,86PS@6000rpm,114NM@3300rpm,AMT,Digital,Analog,Analog,5.0,Not Applicable,CD Player with USB & Aux-in,Yes,2 years /75000 Kms ,Yes,Yes,"Internal, With Remote",240.0,Yes,2 years + 1 year ,"Internal, With Remote",Analog,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors with camera,Touch Sensitive,Yes,Not Applicable,Not Applicable,Not known,Not Applicable
60,Tata,Tiago,Revotron Xza Plus,649000.0,1199.0,930.0,3.0,BS 6,35.0,Petrol,Hatchback,5.0,24.0,5,170.0,86PS@6000rpm,114NM@3300rpm,AMT,Digital,Analog,Analog,5.0,Not Applicable,CD Player with USB & Aux-in,Yes,2 years /75000 Kms ,Yes,Yes,"Internal, With Remote",240.0,Yes,2 years + 1 year ,"Internal, With Remote",Analog,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors with camera,Touch Sensitive,Yes,Not Applicable,Not Applicable,Not known,Not Applicable
61,Tata,Tiago,Revotron Xza Plus Dual Tone,660000.0,1199.0,930.0,3.0,BS 6,35.0,Petrol,Hatchback,5.0,24.0,5,170.0,86PS@6000rpm,114NM@3300rpm,AMT,Digital,Analog,Analog,5.0,Not Applicable,CD Player with USB & Aux-in,Yes,2 years /75000 Kms ,Yes,Yes,"Internal, With Remote",240.0,Yes,2 years + 1 year ,"Internal, With Remote",Analog,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors with camera,Touch Sensitive,Yes,Not Applicable,Not Applicable,Not known,Not Applicable
62,Maruti Suzuki,Celerio X,Vxi (O),481074.0,998.0,810.0,3.0,BS IV,35.0,Petrol,Hatchback,5.0,23.1,5,165.0,68PS@6000rpm,90Nm@3500rpm,Manual,Digital,Analog,Analog,5.0,Not Applicable,Not on offer,Not Applicable,2 years /40000 Kms ,Not Applicable,Not Applicable,Manual,235.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Digital,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
63,Maruti Suzuki,Celerio X,Vxi,475198.0,998.0,810.0,3.0,BS IV,35.0,Petrol,Hatchback,5.0,23.1,5,165.0,68PS@6000rpm,90Nm@3500rpm,Manual,Digital,Analog,Analog,5.0,Not Applicable,Not on offer,Not Applicable,2 years /40000 Kms ,Not Applicable,Not Applicable,Manual,235.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Digital,Manual,Not Applicable,Driver frontal airbag,1.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
64,Maruti Suzuki,Celerio X,Vxi Amt,518198.0,998.0,810.0,3.0,BS IV,35.0,Petrol,Hatchback,5.0,23.1,5,165.0,68PS@6000rpm,90Nm@3500rpm,Automatic,Digital,Analog,Analog,5.0,Not Applicable,Not on offer,Not Applicable,2 years /40000 Kms ,Not Applicable,Not Applicable,Manual,235.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Digital,Manual,Not Applicable,Driver frontal airbag,1.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
65,Maruti Suzuki,Celerio X,Vxi Amt (O),524074.0,998.0,810.0,3.0,BS IV,35.0,Petrol,Hatchback,5.0,23.1,5,165.0,68PS@6000rpm,90Nm@3500rpm,Automatic,Digital,Analog,Analog,5.0,Not Applicable,Not on offer,Not Applicable,2 years /40000 Kms ,Not Applicable,Not Applicable,Manual,235.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Digital,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
66,Maruti Suzuki,Celerio X,Zxi,499734.0,998.0,810.0,3.0,BS IV,35.0,Petrol,Hatchback,5.0,23.1,5,165.0,68PS@6000rpm,90Nm@3500rpm,Manual,Digital,Analog,Analog,5.0,Not Applicable,CD Player with USB & Aux-in,Yes,2 years /40000 Kms ,Yes,Not Applicable,Manual,235.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Digital,Manual,Not Applicable,Driver frontal airbag,1.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
67,Maruti Suzuki,Celerio X,Zxi (O),540350.0,998.0,810.0,3.0,BS IV,35.0,Petrol,Hatchback,5.0,23.1,5,165.0,68PS@6000rpm,90Nm@3500rpm,Manual,Digital,Analog,Analog,5.0,Not Applicable,CD Player with USB & Aux-in,Yes,2 years /40000 Kms ,Yes,Not Applicable,Manual,235.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Digital,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
68,Maruti Suzuki,Celerio X,Zxi Amt,542735.0,998.0,810.0,3.0,BS IV,35.0,Petrol,Hatchback,5.0,23.1,5,165.0,68PS@6000rpm,90Nm@3500rpm,Automatic,Digital,Analog,Analog,5.0,Not Applicable,CD Player with USB & Aux-in,Yes,2 years /40000 Kms ,Yes,Not Applicable,Manual,235.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Digital,Manual,Not Applicable,Driver frontal airbag,1.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
69,Maruti Suzuki,Celerio X,Zxi Amt (O),552350.0,998.0,810.0,3.0,BS IV,35.0,Petrol,Hatchback,5.0,23.1,5,165.0,68PS@6000rpm,90Nm@3500rpm,Automatic,Digital,Analog,Analog,5.0,Not Applicable,CD Player with USB & Aux-in,Yes,2 years /40000 Kms ,Yes,Not Applicable,Manual,235.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Digital,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
70,Maruti Suzuki,Ignis,Alpha 1.2 Amt,713898.0,1197.0,860.0,4.0,BS IV,32.0,Petrol,Hatchback,5.0,20.89,5,180.0,83PS@6000rpm,113Nm@4200RPM,AMT,Analog,Analog,Analog,5.0,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,2 years /40000 Kms ,Yes,Yes,With Remote,260.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Analog,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors with camera,Yes,Yes,Not Applicable,Not Applicable,Not known,Yes
71,Maruti Suzuki,Ignis,Alpha 1.2 Mt,666898.0,1197.0,860.0,4.0,BS IV,32.0,Petrol,Hatchback,5.0,20.89,5,180.0,83PS@6000rpm,113Nm@4200RPM,Manual,Analog,Analog,Analog,5.0,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,2 years /40000 Kms ,Yes,Yes,With Remote,260.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Analog,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors with camera,Yes,Yes,Not Applicable,Not Applicable,Not known,Yes
72,Maruti Suzuki,Ignis,Delta 1.2 Amt,607841.0,1197.0,825.0,4.0,BS IV,32.0,Petrol,Hatchback,5.0,20.89,5,180.0,83PS@6000rpm,113Nm@4200RPM,AMT,Digital,Analog,Analog,5.0,Not Applicable,CD Player with USB & Aux-in,Yes,2 years /40000 Kms ,Yes,Yes,Manual,260.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Analog,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
73,Maruti Suzuki,Ignis,Delta 1.2 Mt,560841.0,1197.0,825.0,4.0,BS IV,32.0,Petrol,Hatchback,5.0,20.89,5,180.0,83PS@6000rpm,113Nm@4200RPM,Manual,Digital,Analog,Analog,5.0,Not Applicable,CD Player with USB & Aux-in,Yes,2 years /40000 Kms ,Yes,Yes,Manual,260.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Analog,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
74,Maruti Suzuki,Ignis,Sigma 1.2 Mt,483320.0,1197.0,825.0,4.0,BS IV,32.0,Petrol,Hatchback,5.0,20.89,5,180.0,83PS@6000rpm,113Nm@4200RPM,Manual,Analog,Analog,Not on offer,5.0,Not Applicable,Not on offer,Not Applicable,2 years /40000 Kms ,Not Applicable,Yes,Internal,260.0,Yes,"3rd/4th year/up to 80,000 Kms ",Manual,Analog,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Not Applicable,Yes,Not Applicable,Not Applicable,Not known,Not Applicable
75,Maruti Suzuki,Ignis,Zeta 1.2 Amt,630320.0,1197.0,825.0,4.0,BS IV,32.0,Petrol,Hatchback,5.0,20.89,5,180.0,83PS@6000rpm,113Nm@4200RPM,AMT,Analog,Analog,Analog,5.0,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,2 years /40000 Kms ,Yes,Yes,Internal,260.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Analog,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Touch Sensitive,Not Applicable,Not Applicable,Not Applicable,Not known,Yes
76,Maruti Suzuki,Ignis,Zeta 1.2 Mt,583320.0,1197.0,825.0,4.0,BS IV,32.0,Petrol,Hatchback,5.0,20.89,5,180.0,83PS@6000rpm,113Nm@4200RPM,Manual,Analog,Analog,Analog,5.0,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,2 years /40000 Kms ,Yes,Yes,Internal,260.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Analog,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Touch Sensitive,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
77,Renault,Triber,Rxe,495000.0,999.0,947.0,3.0,BS 6,40.0,Petrol,MUV,5.0,20.5,5,182.0,72PS@62050rpm,96Nm@3500rpm,Manual,Digital,"Digital, Analog","Analog, Digital",7.0,Not Applicable,Not on offer,Yes,2 years /40000 Kms ,Not Applicable,1,Manual,625.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Digital,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Not Applicable,Not Applicable,Yes,Not Applicable,Not known,Not Applicable
78,Renault,Triber,Rxl,559000.0,999.0,947.0,3.0,BS 6,40.0,Petrol,MUV,5.0,20.5,5,182.0,72PS@62050rpm,96Nm@3500rpm,Manual,Digital,"Digital, Analog","Analog, Digital",7.0,Not Applicable,USB & Aux-in,Yes,2 years /40000 Kms ,Yes,1,Manual,625.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Digital,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Not Applicable,Not Applicable,Yes,Yes,Not known,Not Applicable
79,Renault,Triber,Rxt,609000.0,999.0,947.0,3.0,BS 6,40.0,Petrol,MUV,5.0,20.5,5,182.0,72PS@62050rpm,96Nm@3500rpm,Manual,Digital,"Digital, Analog","Analog, Digital",7.0,Not Applicable,USB & Aux-in,Yes,2 years /40000 Kms ,Yes,1,Manual,625.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Digital,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Not Applicable,Not Applicable,Yes,Yes,Not known,Not Applicable
80,Renault,Triber,Rxz,663000.0,999.0,947.0,3.0,BS 6,40.0,Petrol,MUV,5.0,20.5,5,182.0,72PS@62050rpm,96Nm@3500rpm,Manual,Digital,"Digital, Analog","Analog, Digital",7.0,Yes,USB & Aux-in,Yes,2 years /40000 Kms ,Yes,Yes,Manual,625.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Digital,Manual,Not Applicable,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",4.0,Rear sensors with camera,Not Applicable,Not Applicable,Yes,Yes,Not known,Not Applicable
81,Kia,Rio,Gx,506000.0,1173.0,1080.0,4.0,BS IV,46.0,Petrol,SUV,5.0,16.0,5,200.0,76.6PS@5800rpm,103.9Nm@3500-4250rpm,Manual,Digital,Analog,Analog,5.0,Not Applicable,Not on offer,Not Applicable,2 years /40000 Kms ,Not Applicable,Not Applicable,Manual,454.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Analog,Manual,Not Applicable,Not Applicable,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
82,Kia,Rio,Ex,568623.0,1489.0,1145.0,4.0,BS IV,46.0,Diesel,SUV,5.0,16.0,5,200.0,64PS@4000rpm,152Nm@2500RPM,Manual,"Digital, Analog","Digital, Analog",Analog,5.0,Not Applicable,Not on offer,Not Applicable,2 years /40000 Kms ,Not Applicable,Not Applicable,Internal,454.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Analog,Manual,Not Applicable,Not Applicable,0.0,Rear sensors with camera,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
83,Kia,Rio,Glx,670000.0,1173.0,1080.0,4.0,BS IV,46.0,Petrol,SUV,5.0,16.0,5,200.0,76.6PS@5800rpm,103.9Nm@3500-4250rpm,Manual,Digital,Analog,Analog,5.0,Not Applicable,CD/MP3 Player,Not Applicable,2 years /40000 Kms ,Not Applicable,Not Applicable,Manual,454.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Analog,Manual,Not Applicable,Not Applicable,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
84,Kia,Rio,Dx,603000.0,1489.0,1145.0,4.0,BS IV,46.0,Diesel,SUV,5.0,16.0,5,200.0,64PS@4000rpm,152Nm@2250RPM,Manual,Digital,Analog,Analog,5.0,Not Applicable,Not on offer,Not Applicable,2 years /40000 Kms ,Not Applicable,Not Applicable,Manual,454.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Analog,Manual,Not Applicable,Not Applicable,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
85,Kia,Rio,Lx,739000.0,1489.0,1145.0,4.0,BS IV,46.0,Diesel,SUV,5.0,16.0,5,200.0,64PS@4000rpm,152Nm@2250RPM,Manual,Digital,Analog,Analog,5.0,Not Applicable,CD/MP3 Player,Not Applicable,2 years /40000 Kms ,Not Applicable,Yes,Manual,454.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Analog,Manual,Not Applicable,Not Applicable,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
86,Kia,Rio,Crdi4,739000.0,1248.0,1145.0,4.0,BS IV,46.0,Diesel,SUV,5.0,23.7,5,200.0,72PS@4000rpm,183Nm@1800-2400rpm,Manual,Digital,Analog,Analog,5.0,Not Applicable,CD/MP3 Player,Not Applicable,2 years /40000 Kms ,Not Applicable,Not Applicable,Manual,454.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Analog,Manual,Not Applicable,Not Applicable,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
87,Toyota,Etios Liva,G,520300.0,1197.0,895.0,4.0,BS IV,45.0,Petrol,Hatchback,5.0,18.16,5,170.0,80PS@5600rpm,104Nm@3100rpm,Manual,Digital,Analog,Analog,5.0,Not Applicable,Not on offer,Not Applicable,3 years /100000 Kms ,Not Applicable,Yes,Internal,251.0,Yes,"3rd/4th year/up to 80,000 Kms ",With Remote,Digital,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
88,Toyota,Etios Liva,V,581000.0,1197.0,895.0,4.0,BS IV,45.0,Petrol,Hatchback,5.0,18.16,5,170.0,80PS@5600rpm,104Nm@3100rpm,Manual,Digital,Analog,Digital,5.0,Not Applicable,Not on offer,Yes,3 years /100000 Kms ,Yes,Yes,Internal,251.0,Yes,"3rd/4th year/up to 80,000 Kms ",With Remote,Digital,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
89,Toyota,Etios Liva,Gd,647800.0,1364.0,895.0,4.0,BS IV,45.0,Diesel,Hatchback,5.0,23.59,5,170.0,68PS@3800rpm,170Nm@1800-2400rpm,Manual,Digital,Analog,Analog,5.0,Not Applicable,Not on offer,Not Applicable,3 years /100000 Kms ,Not Applicable,Yes,Internal,251.0,Yes,"3rd/4th year/up to 80,000 Kms ",With Remote,Digital,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
90,Toyota,Etios Liva,Vx,630000.0,1197.0,895.0,4.0,BS IV,45.0,Petrol,Hatchback,5.0,18.16,5,170.0,80PS@5600rpm,104Nm@3100rpm,Manual,Digital,Analog,Digital,5.0,Not Applicable,USB & Aux-in,Yes,3 years /100000 Kms ,Yes,Yes,Internal,251.0,Yes,"3rd/4th year/up to 80,000 Kms ",With Remote,Digital,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
91,Toyota,Etios Liva,Vxd,745000.0,1364.0,895.0,4.0,BS IV,45.0,Diesel,Hatchback,5.0,23.59,5,170.0,68PS@3800rpm,170Nm@1800-2400rpm,Manual,Digital,Analog,Digital,5.0,Not Applicable,DVD Player with USB & Aux-in,Yes,3 years /100000 Kms ,Yes,Yes,Internal,251.0,Yes,"3rd/4th year/up to 80,000 Kms ",With Remote,Digital,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
92,Toyota,Etios Liva,Vd,704000.0,1364.0,895.0,4.0,BS IV,45.0,Diesel,Hatchback,5.0,23.59,5,170.0,68PS@3800rpm,170Nm@1800-2400rpm,Manual,Digital,Analog,Digital,5.0,Not Applicable,CD Player with USB & Aux-in,Yes,3 years /100000 Kms ,Yes,Yes,Internal,251.0,Yes,"3rd/4th year/up to 80,000 Kms ",With Remote,Digital,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
93,Toyota,Etios Liva,Dual Tone V,597700.0,1197.0,895.0,4.0,BS IV,45.0,Petrol,Hatchback,5.0,18.16,5,170.0,80PS@5600rpm,104Nm@3100rpm,Manual,Digital,Analog,Digital,5.0,Not Applicable,Not on offer,Yes,3 years /100000 Kms ,Yes,Yes,Internal,251.0,Yes,"3rd/4th year/up to 80,000 Kms ",With Remote,Digital,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
