,Make,Model,Variant,Ex-Showroom_Price,Displacement,Kerb_Weight,Cylinders,Emission_Norm,Fuel_Tank_Capacity,Fuel_Type,Body_Type,Doors,ARAI_Certified_Mileage,Gears,Ground_Clearance,Power,Torque,Type,Odometer,Speedometer,Tachometer,Seating_Capacity,Start_/_Stop_Button,Audiosystem,Aux-in_Compatibility,Basic_Warranty,Bluetooth,12v_Power_Outlet,Boot-lid_Opener,Boot_Space,Child_Safety_Locks,Extended_Warranty,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Hill_Assist,Airbags,Number_of_Airbags,Parking_Assistance,Infotainment_Screen,Navigation_System,Third_Row_AC_Vents,Second_Row_AC_Vents,Engine_Type,Rain_Sensing_Wipers
779,Volvo,S60,Polestar,5602000.0,1969.0,1661.0,4.0,BS IV,67.0,Petrol,Sedan,4.0,16.3,8,136.0,372Ps@5700rpm,470Nm@2100-4800rpm,Automatic,Digital,Analog,Analog,5.0,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,2 years without mileage limit,Yes,Yes,Internal,380.0,Yes,3 Years /100000 Kms ,Internal,Digital,Manual,Yes,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",6.0,Front & rear sensors with 360 degree view,Yes,Not Applicable,Not Applicable,Yes,Not known,Yes
780,Volvo,S60,Momentum,3850500.0,1984.0,1665.0,5.0,BS IV,67.5,Diesel,Sedan,4.0,21.7,8,136.0,181 bhp @ 4250 rpm,400 Nm @ 1750 RPM,Automatic,Digital,Digital,Analog,5.0,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,2 years without mileage limit,Yes,Yes,"Internal, With Remote",380.0,Yes,3 Years /100000 Kms ,Internal,Analog,Manual,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",6.0,Front and rear sensors with camera,Yes,Yes,Not Applicable,Yes,Not known,Yes
781,Bmw,3-Series,320D Sport,4140000.0,1995.0,1590.0,4.0,BS 6,40.0,Diesel,Sedan,5.0,19.62,8,157.0,190PS@400RPM,400NM@1750rpm,Automatic,Digital,"Digital, Analog",Analog,5.0,Yes,CD Player with USB & Aux-in,Yes,2 years without mileage limit,Yes,2,With Remote,480.0,Yes,3 Years /100000 Kms ,With Remote,Digital,Automatic,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",6.0,Rear sensors with camera,Touch Sensitive,Yes,Not Applicable,Yes,Not known,Yes
782,Bmw,3-Series,320D Luxury Line,4690000.0,1995.0,1590.0,4.0,BS 6,40.0,Diesel,Sedan,5.0,19.62,8,157.0,190PS@400RPM,400NM@1750rpm,Automatic,Digital,"Digital, Analog",Analog,5.0,Yes,CD Player with USB & Aux-in,Yes,2 years without mileage limit,Yes,2,With Remote,480.0,Yes,3 Years /100000 Kms ,With Remote,Digital,Automatic,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",6.0,Rear sensors with camera,Touch Sensitive,Yes,Not Applicable,Yes,Not known,Yes
783,Bmw,3-Series,330I M Sport,4790000.0,1998.0,1595.0,4.0,BS 6,59.0,Petrol,Sedan,5.0,16.13,8,157.0,258PS@500RPM,400NM@1550rpm,Automatic,Digital,"Digital, Analog",Analog,5.0,Yes,CD Player with USB & Aux-in,Yes,2 years without mileage limit,Yes,2,With Remote,480.0,Yes,3 Years /100000 Kms ,With Remote,Digital,Automatic,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",6.0,Rear sensors with camera,Touch Sensitive,Yes,Not Applicable,Yes,Not known,Yes
784,Volvo,S60 Cross Country,D4,4426500.0,2400.0,1776.0,5.0,BS IV,67.0,Diesel,"Sedan, Crossover",4.0,19.6,6,201.0,190PS@4000rpm,420Nm@1500-3000rpm,Automatic,Digital,Digital,Analog,4.0,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,2 years without mileage limit,Yes,Yes,"Internal, With Remote",380.0,Yes,3 Years /100000 Kms ,Internal,Analog,Automatic,Yes,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",6.0,Front & rear sensors with 360 degree view,Touch Sensitive,Yes,Not Applicable,Yes,Not known,Yes
785,Audi,Q5,35 Tdi Premium Plus,5021200.0,1968.0,1585.0,4.0,BS IV,64.0,Diesel,SUV,5.0,16.9,7,170.0,190PS@3800-4000rpm,400Nm@1750-2500rpm,Automatic,Digital,Analog,Analog,5.0,Yes,DVD Player with USB & Aux-in,Yes,2 years without mileage limit,Yes,Yes,Internal,460.0,Yes,3rd/4th year,Internal,Digital,Manual,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags, Drive side airbag",8.0,Rear sensors with camera,Touch Sensitive,Yes,Not Applicable,Yes,Not known,Yes
786,Audi,Q5,35 Tdi Technology,5621200.0,1968.0,1585.0,4.0,BS IV,64.0,Diesel,SUV,5.0,15.73,7,170.0,190PS@3800-4000rpm,400Nm@1750-2500rpm,Automatic,Digital,Analog,Analog,5.0,Yes,DVD Player with USB & Aux-in,Yes,2 years without mileage limit,Yes,Yes,Internal,460.0,Yes,3rd/4th year,Internal,Digital,Manual,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags, Drive side airbag",8.0,Rear sensors with camera,Touch Sensitive,Yes,Not Applicable,Yes,Not known,Yes
787,Audi,Q5,45 Tfsi Premium Plus,5021200.0,1984.0,1955.0,6.0,BS IV,70.0,Petrol,SUV,5.0,12.44,7,200.0,248 bhp @ 5000-6000 rpm,370 Nm @ 1600-4500 rpm,Automatic,Digital,Analog,Analog,5.0,Yes,CD Player with USB & Aux-in,Yes,2 years without mileage limit,Yes,Yes,"Internal, With Remote",550.0,Yes,3rd/4th year,Internal,Digital,Automatic,Yes,"Rear passenger side airbags, Driver head airbag, Drive side airbag, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag",8.0,Front & rear sensors with 360 degree view,Touch Sensitive,Yes,Not Applicable,Yes,Not known,Yes
788,Audi,Q5,45 Tfsi Technology,5621200.0,1984.0,1955.0,6.0,BS IV,70.0,Petrol,SUV,5.0,12.44,7,200.0,248 bhp @ 5000-6000 rpm,370 Nm @ 1600-4500 rpm,Automatic,Digital,Analog,Analog,5.0,Yes,CD Player with USB & Aux-in,Yes,2 years without mileage limit,Yes,Yes,"Internal, With Remote",550.0,Yes,3rd/4th year,Internal,Digital,Automatic,Yes,"Rear passenger side airbags, Driver head airbag, Drive side airbag, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag",8.0,Front & rear sensors with 360 degree view,Touch Sensitive,Yes,Not Applicable,Yes,Not known,Yes
789,Land Rover,Range Evoque,S,5494000.0,1999.0,1915.0,4.0,BS 6,70.0,Diesel,SUV,5.0,15.6,9,210.0,179PS@4000rpm,430NM@1750-2500rpm,Automatic,Digital,Analog,Analog,5.0,Yes,CD Player with USB & Aux-in,Yes,3 years /100000 Kms ,Yes,Yes,"Internal, With Remote",550.0,Yes,12/24 months /up to 200000 Kms ,Internal,Digital,Automatic,Yes,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag",6.0,Front & rear sensors with 360 degree view,Touch Sensitive,Yes,Not Applicable,Yes,D180,Yes
790,Land Rover,Range Evoque,Se R-Dynamic,5985000.0,1999.0,1915.0,4.0,BS 6,70.0,Diesel,SUV,5.0,15.6,9,210.0,179PS@4000rpm,430NM@1750-2500rpm,Automatic,Digital,Analog,Analog,5.0,Yes,CD Player with USB & Aux-in,Yes,3 years /100000 Kms ,Yes,Yes,"Internal, With Remote",550.0,Yes,12/24 months /up to 200000 Kms ,Internal,Digital,Automatic,Yes,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag",6.0,Front & rear sensors with 360 degree view,Touch Sensitive,Yes,Not Applicable,Yes,D180,Yes
791,Land Rover,Range Evoque,S Petrol,5494000.0,1997.0,1929.0,4.0,BS 6,70.0,Petrol,SUV,5.0,15.6,9,210.0,245PS@5500rpm,365Nm@1500-4500rpm,Automatic,Digital,Analog,Analog,5.0,Yes,CD Player with USB & Aux-in,Yes,3 years /100000 Kms ,Yes,Yes,"Internal, With Remote",550.0,Yes,12/24 months /up to 200000 Kms ,Internal,Digital,Automatic,Yes,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag",6.0,Front & rear sensors with 360 degree view,Touch Sensitive,Yes,Not Applicable,Yes,P 250,Yes
792,Land Rover,Range Evoque,Se R-Dynamic Petrol,5985000.0,1997.0,1929.0,4.0,BS 6,70.0,Petrol,SUV,5.0,15.6,9,210.0,245PS@5500rpm,365Nm@1500-4500rpm,Automatic,Digital,Analog,Analog,5.0,Yes,CD Player with USB & Aux-in,Yes,3 years /100000 Kms ,Yes,Yes,"Internal, With Remote",550.0,Yes,12/24 months /up to 200000 Kms ,Internal,Digital,Automatic,Yes,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag",6.0,Front & rear sensors with 360 degree view,Touch Sensitive,Yes,Not Applicable,Yes,P 250,Yes
793,Mercedes,Mercedes-Benz E-Class,E200,5861062.0,1991.0,1929.0,4.0,BS IV,80.0,Petrol,Sedan,4.0,12.0,9,155.0,184PS@5500rpm,300Nm@1200-4000rpm,Automatic,Digital,Analog,Analog,5.0,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,3 years without mileage limit,Yes,Yes,"Internal, With Remote",540.0,Yes,4th year /with ,"Internal, With Remote",Analog,Automatic,Yes,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags",7.0,Front and rear sensors with camera,Touch Sensitive,Yes,Not Applicable,Yes,Not known,Yes
794,Mercedes,Mercedes-Benz E-Class,E350 D,7285332.0,2987.0,1929.0,6.0,BS IV,80.0,Diesel,Sedan,4.0,142.0,9,155.0,268.7PS@3800rpm,620Nm@1600rpm,Automatic,Analog,Analog,Analog,5.0,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,3 years without mileage limit,Yes,Yes,Internal,540.0,Yes,4th year /with ,Internal,Analog,Manual,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Driver knee airbag",7.0,Front & rear sensors with 360 degree view,Touch Sensitive,Yes,Not Applicable,Yes,Not known,Yes
795,Mercedes,Mercedes-Benz E-Class,E220D,5964321.0,2987.0,1929.0,6.0,BS IV,80.0,Diesel,Sedan,4.0,142.0,9,155.0,268.7PS@3800rpm,620Nm@1600rpm,Automatic,Analog,Analog,Analog,5.0,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,3 years without mileage limit,Yes,Yes,Internal,540.0,Yes,4th year /with ,Internal,Analog,Manual,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Driver knee airbag",7.0,Front & rear sensors with 360 degree view,Touch Sensitive,Yes,Not Applicable,Yes,Not known,Yes
796,Mercedes,Mercedes-Benz E-Class,E 63 S Amg,15000000.0,5461.0,1845.0,8.0,BS IV,80.0,Petrol,Sedan,4.0,8.5,7,155.0,549bhp@5500rpm,720Nm@1750-5250RPM,Automatic,"Digital, Analog","Digital, Analog",Analog,4.0,Not Applicable,CD/MP3 Player,Not Applicable,3 years without mileage limit,Yes,Not Applicable,Internal,540.0,Yes,4th year /with ,Internal,Analog,Automatic,Yes,"Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Curtain airbags, Driver frontal airbag",6.0,Front & rear sensors with 360 degree view,Not Applicable,Yes,Not Applicable,Not Applicable,Not known,Yes
797,Mercedes,Mercedes-Benz E-Class,E200 Expression,5750000.0,1991.0,1845.0,4.0,BS IV,80.0,Petrol,Sedan,4.0,12.0,7,155.0,184PS@5500rpm,300Nm@1200-4000rpm,Automatic,Digital,Analog,Analog,5.0,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,3 years without mileage limit,Yes,Yes,"Internal, With Remote",540.0,Yes,4th year /with ,"Internal, With Remote",Analog,Automatic,Yes,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags",7.0,Front and rear sensors with camera,Touch Sensitive,Yes,Not Applicable,Yes,Not known,Yes
798,Mercedes,Mercedes-Benz E-Class,E200 Exclusive,6150000.0,1991.0,1845.0,4.0,BS IV,80.0,Petrol,Sedan,4.0,12.0,7,155.0,184PS@5500rpm,300Nm@1200-4000rpm,Automatic,Digital,Analog,Analog,5.0,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,3 years without mileage limit,Yes,Yes,"Internal, With Remote",540.0,Yes,4th year /with ,"Internal, With Remote",Analog,Automatic,Yes,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags",7.0,Front and rear sensors with camera,Touch Sensitive,Yes,Not Applicable,Yes,Not known,Yes
799,Mercedes,Mercedes-Benz E-Class,E220D Expression,5850000.0,2987.0,1845.0,6.0,BS IV,80.0,Diesel,Sedan,4.0,142.0,7,155.0,268.7PS@3800rpm,620Nm@1600rpm,Automatic,Analog,Analog,Analog,5.0,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,3 years without mileage limit,Yes,Yes,Internal,540.0,Yes,4th year /with ,Internal,Analog,Manual,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Driver knee airbag",7.0,Front & rear sensors with 360 degree view,Touch Sensitive,Yes,Not Applicable,Yes,Not known,Yes
800,Mercedes,Mercedes-Benz E-Class,E220D Exclusive,6250000.0,2987.0,1845.0,6.0,BS IV,80.0,Diesel,Sedan,4.0,142.0,6,155.0,268.7PS@3800rpm,620Nm@1600rpm,Automatic,Analog,Analog,Analog,5.0,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,3 years without mileage limit,Yes,Yes,Internal,540.0,Yes,4th year /with ,Internal,Analog,Manual,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Driver knee airbag",7.0,Front & rear sensors with 360 degree view,Touch Sensitive,Yes,Not Applicable,Yes,Not known,Yes
801,Volvo,Xc60,Inscription D5,5990000.0,1969.0,1879.0,5.0,BS IV,70.0,Diesel,SUV,5.0,18.8,6,209.0,233PS@4250rpm,480Nm@1750rpm,Automatic,Digital,Digital,Analog,5.0,Yes,DVD Player with USB & Aux-in,Yes,3 years without mileage limit,Yes,Yes,Internal,495.0,Yes,4th year /with ,Internal,Digital,Manual,Yes,"Rear passenger side airbags, Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",8.0,Front & rear sensors with 360 degree view,Touch Sensitive,Yes,Not Applicable,Yes,Not known,Yes
802,Bmw,X4,Xdrive20D M Sport X,6060000.0,1995.0,1740.0,4.0,BS 6,60.0,Diesel,SUV,5.0,16.4,8,498.0,188bhp@4000RPM,400NM@1750rpm,Automatic,Digital,Digital,Analog,5.0,Yes,CD/MP3 Player,Yes,3 years without mileage limit,Yes,Yes,Internal,1400.0,Yes,4th year /with ,Internal,Digital,Manual,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",6.0,Front and rear sensors with camera,Touch Sensitive,Yes,Not Applicable,Yes,Not known,Yes
803,Bmw,X4,Xdrive30D M Sport X,6590000.0,2993.0,1820.0,6.0,BS 6,68.0,Diesel,SUV,5.0,16.4,8,498.0,265PS@4000RPM,620Nm@2000-2500RPM,Automatic,Digital,Digital,Analog,5.0,Yes,CD/MP3 Player,Yes,3 years without mileage limit,Yes,Yes,Internal,1400.0,Yes,4th year /with ,Internal,Digital,Manual,Yes,"Front passenger side airbag, Rear passenger side airbags, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",6.0,Rear sensors with camera,Touch Sensitive,Yes,Not Applicable,Yes,Not known,Yes
804,Bmw,X4,Xdrive30I M Sport X,6350000.0,1998.0,1820.0,6.0,BS 6,68.0,Petrol,SUV,5.0,13.32,8,498.0,248bhp@5200rpm,350Nm@1450rpm,Automatic,Digital,Digital,Analog,5.0,Yes,CD/MP3 Player,Yes,3 years without mileage limit,Yes,Yes,Internal,1400.0,Yes,4th year /with ,Internal,Digital,Manual,Yes,"Rear passenger side airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",6.0,Rear sensors with camera,Touch Sensitive,Yes,Not Applicable,Yes,Not known,Yes
805,Jeep,Wrangler,Unlimited,6394000.0,1999.0,1820.0,4.0,BS 6,85.0,Petrol,SUV,5.0,8.4,8,215.0,268PS@6350rpm,400Nm@4300rpm,Automatic,Digital,Analog,Analog,5.0,Not Applicable,CD Player with USB & Aux-in,Yes,2 years without mileage limit,Yes,Yes,Internal,1400.0,Not Applicable,2 Years Unlimited Kilometres,Internal,Analog,Automatic,Yes,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Front passenger curtain airbag, Driver curtain airbag",6.0,Rear sensors with camera,Touch Sensitive,Yes,Not Applicable,Not Applicable,Not known,Not Applicable
806,Mercedes,Mercedes-Benz C-Class Cabriolet,C300,6426497.0,1991.0,1820.0,4.0,BS 6,60.0,Petrol,Convertible,2.0,8.4,9,215.0,258bhp@5800-6100rpm,370Nm@1800-4000rpm,Automatic,Analog,Analog,Analog,4.0,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,2 years without mileage limit,Yes,Yes,With Remote,1400.0,Yes,2 Years Unlimited Kilometres,With Remote,Analog,Automatic,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger pelvic airbag, Driver pelvic airbag, Rear passenger pelvic airbags",8.0,Front and rear sensors with camera,Touch Sensitive,Yes,Not Applicable,Yes,Not known,Yes
807,Bmw,Z4 Roadster,Sdrive 20I,6490000.0,1998.0,1495.0,4.0,BS 6,52.0,Petrol,"Sports, Convertible",2.0,7.6,8,215.0,197hp@4500-6500rpm,320hp@1450-2000rpm,Automatic,Digital,Digital,Analog,2.0,Yes,CD Player with USB & Aux-in,Yes,2 years without mileage limit,Yes,Yes,"Internal, With Remote",281.0,Yes,2 Years Unlimited Kilometres,"Internal, With Remote",Digital,Automatic,Not Applicable,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",4.0,Front and rear sensors with camera,Touch Sensitive,Yes,Not Applicable,Not Applicable,Not known,Not Applicable
808,Bmw,Z4 Roadster,M 40I,7890000.0,2998.0,1610.0,6.0,BS 6,52.0,Petrol,"Sports, Convertible",2.0,7.6,8,215.0,340hp@5000-6000rpm,500@1600-4500rpm,Automatic,Digital,Digital,Analog,2.0,Yes,CD Player with USB & Aux-in,Yes,2 years without mileage limit,Yes,Yes,"Internal, With Remote",281.0,Yes,2 Years Unlimited Kilometres,"Internal, With Remote",Digital,Automatic,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag, Curtain airbags",4.0,Front and rear sensors with camera,Touch Sensitive,Yes,Yes,Not Applicable,Not known,Yes
809,Mercedes,Mercedes-Benz V-Class,Expression Elwb,6840000.0,2143.0,1610.0,4.0,BS 6,93.0,Diesel,MUV,5.0,7.6,7,215.0,163bhp@3800rpm,380Nm@1400-2400rpm,Automatic,Digital,Digital,Analog,7.0,Yes,CD Player with USB & Aux-in,Yes,2 years without mileage limit,Yes,Yes,"Internal, With Remote",281.0,Yes,2 Years Unlimited Kilometres,"Internal, Manual",Digital,Automatic,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",6.0,Front & rear sensors with 360 degree view,Touch Sensitive,Yes,Yes,Yes,Not known,Yes
810,Mercedes,Mercedes-Benz V-Class,Exclusive Lwb,8190000.0,2143.0,1610.0,4.0,BS 6,93.0,Diesel,MUV,5.0,7.6,7,200.0,163bhp@3800rpm,380Nm@1400-2400rpm,Automatic,Digital,Digital,Analog,6.0,Yes,CD Player with USB & Aux-in,Yes,2 years without mileage limit,Yes,Yes,"Internal, With Remote",281.0,Yes,2 Years Unlimited Kilometres,"Internal, With Remote",Digital,Automatic,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",6.0,Front & rear sensors with 360 degree view,Touch Sensitive,Yes,Yes,Yes,Not known,Yes
811,Mercedes,Mercedes-Benz V-Class,Elite,11000000.0,1950.0,1610.0,4.0,BS 6,70.0,Diesel,MPV,5.0,7.6,9,200.0,163PS@4200rpm,380Nm@2400rpm,Automatic,Digital,Digital,Digital,6.0,Yes,DVD Player with USB & Aux-in,Yes,2 years without mileage limit,Yes,Yes,With Remote,281.0,Yes,2 Years Unlimited Kilometres,With Remote,Digital,Automatic,Yes,"Driver curtain airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag, Front passenger curtain airbag, Front passenger pelvic airbag, Driver pelvic airbag",10.0,Front & rear sensors with 360 degree view,Touch Sensitive,Yes,Yes,Yes,Not known,Yes
812,Audi,Q7,45 Tdi Premium Plus,7221500.0,2967.0,2330.0,6.0,BS IV,75.0,Diesel,SUV,5.0,14.75,8,200.0,249PS@4500RPM,600Nm@1500-3000rpm,Automatic,Digital,Digital,Analog,7.0,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,2 years without mileage limit,Yes,4,"Internal, With Remote",295.0,Yes,3rd/4th year,Internal,Digital,Automatic,Yes,"Driver head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",8.0,Front and rear sensors with camera,Touch Sensitive,Yes,Yes,Yes,Not known,Yes
813,Audi,Q7,45 Tdi Technology Pack,8021500.0,2967.0,2330.0,6.0,BS IV,75.0,Diesel,SUV,5.0,14.75,8,200.0,249PS@4500RPM,600Nm@1500-3000rpm,Automatic,Digital,Digital,Analog,7.0,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,2 years without mileage limit,Yes,4,"Internal, With Remote",295.0,Yes,3rd/4th year,Internal,Digital,Automatic,Yes,"Driver head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",8.0,Front and rear sensors with camera,Touch Sensitive,Yes,Yes,Yes,Not known,Yes
814,Audi,Q7,40 Tfsi Quattro Premium Plus,6921500.0,1984.0,2330.0,6.0,BS IV,75.0,Petrol,SUV,5.0,11.68,8,200.0,252PS@4500RPM,370Nm@1600-4500rpm,Automatic,Digital,Digital,Analog,7.0,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,2 years without mileage limit,Yes,4,"Internal, With Remote",295.0,Yes,3rd/4th year,Internal,Digital,Automatic,Yes,"Driver head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",8.0,Front & rear sensors with 360 degree view,Touch Sensitive,Yes,Yes,Yes,Not known,Yes
815,Audi,Q7,40 Tfsi Quattro Technology Pack,7621500.0,1984.0,2330.0,6.0,BS IV,75.0,Petrol,SUV,5.0,11.68,8,200.0,252PS@5000-6000rpm,370Nm@1600-4500rpm,Automatic,Digital,Digital,Analog,7.0,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,2 years without mileage limit,Yes,4,"Internal, With Remote",295.0,Yes,3rd/4th year,Internal,Digital,Automatic,Yes,"Driver head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",8.0,"Front and rear sensors with camera, Front & rear sensors with 360 degree view",Touch Sensitive,Yes,Yes,Yes,Not known,Yes
816,Audi,Q7,45 Tdi Black Styling,8111500.0,2967.0,2330.0,6.0,BS IV,75.0,Diesel,SUV,5.0,14.75,8,200.0,249PS@4500RPM,600Nm@1500-3000rpm,Automatic,Digital,Digital,Analog,7.0,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,2 years without mileage limit,Yes,4,"Internal, With Remote",295.0,Yes,3rd/4th year,Internal,Digital,Automatic,Yes,"Driver head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",8.0,Front and rear sensors with camera,Touch Sensitive,Yes,Yes,Yes,Not known,Yes
817,Audi,Q7,40 Tfsi Quattro Black Styling,7711500.0,1984.0,2330.0,6.0,BS IV,75.0,Petrol,SUV,5.0,14.75,8,200.0,252PS@5000-6000rpm,370Nm@1600-4500rpm,Automatic,Digital,Digital,Analog,7.0,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,2 years without mileage limit,Yes,4,"Internal, With Remote",295.0,Yes,3rd/4th year,Internal,Digital,Automatic,Yes,"Driver head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",8.0,"Front and rear sensors with camera, Front & rear sensors with 360 degree view",Touch Sensitive,Yes,Yes,Yes,Not known,Yes
818,Land Rover,Range Evoque Convertible,2.0 Hse Dynamic,6952964.0,1998.0,2013.0,4.0,BS IV,75.0,Petrol,Convertible,5.0,15.7,9,200.0,240PS@5500rpm,340NM@1500rpm,Automatic,Digital,Analog,Analog,4.0,Yes,CD Player with USB & Aux-in,Yes,3 years /100000 Kms ,Yes,Yes,"Internal, With Remote",251.0,Yes,12/24 months /up to 200000 Kms ,Internal,Digital,Automatic,Yes,"Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",7.0,Front & rear sensors with 360 degree view,Touch Sensitive,Yes,Not Applicable,Yes,Not known,Yes
819,Land Rover,Range Velar,2.0 Diesel R-Dynamic S,7246802.0,1999.0,2013.0,4.0,BS IV,75.0,Diesel,SUV,5.0,15.7,9,155.0,179PS@4000rpm,430NM@1750-2500rpm,Automatic,Digital,Analog,Analog,5.0,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,3 years /100000 Kms ,Yes,Yes,"Internal, With Remote",251.0,Yes,12/24 months /up to 200000 Kms ,Internal,Digital,Automatic,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger curtain airbag, Rear passenger head airbags",6.0,Rear sensors with camera,Touch Sensitive,Not Applicable,Not Applicable,Not Applicable,Not known,Yes
820,Land Rover,Range Velar,2.0 Petrol R-Dynamic S,7246802.0,1997.0,2013.0,4.0,BS IV,65.0,Petrol,SUV,5.0,12.63,9,155.0,250PS@5500RPM,365Nm@1500rpm,Automatic,Digital,Analog,Analog,5.0,Yes,CD Player with USB & Aux-in,Yes,3 years /100000 Kms ,Yes,Yes,"Internal, With Remote",251.0,Yes,12/24 months /up to 200000 Kms ,Internal,Digital,Automatic,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Rear passenger head airbags",6.0,Rear sensors with camera,Touch Sensitive,Yes,Not Applicable,Yes,Not known,Yes
